"","country","c3","year","gini","areacovr","popcovr","continent","subregion","region","incomegroup","population","quality","qscore","source","GENFS","GENFLossWaste","GENfoodloss","policyFL","causesofDistributionLevelLoss","GENendUserWaste","endUserFWaste","policyFW","GENsustainagri","GENwater","nviroimpactagriconwater","suswaterwithdrawal","waterscarcity","watermngmnt","waterTradeImpact","fisherysust","GENlanduse","nviroimpactagriconland","landuse","anifeedbiofuelsImpactLand","landownership","agrisubsidies","policyAnimalWelfare","disversAgriSystem","nviroBiodiversity","agroEconomicIndicators","landproductivity","landusers","finaccessprotectionsLandUsers","GENAirGHGemissions","nviroimpactagriconair","climchngmitigation","opp4investinginsusagri","GENnutchalleng","lifequal","c3year","dat10$c3year"
"11","Argentina","ARG",2012,41.24,"Urban","All","Americas","South America","Latin America and the Caribbean","High income",42096739,"Average",11,"World Bank",70.7481898807594,85.9668986193806,86.8695848457687,100,50,85.402719727888,73.2199787460149,96.2962962962963,71.1835605823007,64.7582458965251,82.9841464536663,99.8559777390498,55.7826086956522,100,39.4750423947504,7.15181932245923,55.8619875750377,53.5423751314011,49.1711782571112,41.8872900625352,87.6169069762346,100,57.1428571428571,29.5847750865052,60.2729918812107,68.0933445986275,47.7064220183486,14.4935111322466,55.199775202719,92.9304482753394,83.5231048573783,100,40.2777777777778,65.3781047520878,73.1042365751037,"ARG 2012","ARG 2012"
"12","Argentina","ARG",2016,42.4,"Urban","All","Americas","South America","Latin America and the Caribbean","High income",43847430,"Average",11,"World Bank",70.7481898807594,85.9668986193806,86.8695848457687,100,50,85.402719727888,73.2199787460149,96.2962962962963,71.1835605823007,64.7582458965251,82.9841464536663,99.8559777390498,55.7826086956522,100,39.4750423947504,7.15181932245923,55.8619875750377,53.5423751314011,49.1711782571112,41.8872900625352,87.6169069762346,100,57.1428571428571,29.5847750865052,60.2729918812107,68.0933445986275,47.7064220183486,14.4935111322466,55.199775202719,92.9304482753394,83.5231048573783,100,40.2777777777778,65.3781047520878,73.1042365751037,"ARG 2016","ARG 2016"
"13","Armenia","ARM",1996,44.42,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",3168215,"Average",11,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 1996","ARM 1996"
"14","Armenia","ARM",1998,55.5,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",3108684,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 1998","ARM 1998"
"15","Armenia","ARM",2001,35.36,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",3050655,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2001","ARM 2001"
"16","Armenia","ARM",2004,37.51,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",3000612,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2004","ARM 2004"
"17","Armenia","ARM",2007,31.23,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",2933056,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2007","ARM 2007"
"18","Armenia","ARM",2010,29.99,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",2877311,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2010","ARM 2010"
"19","Armenia","ARM",2013,30.58,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",2893509,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2013","ARM 2013"
"20","Armenia","ARM",2016,32.55,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",2924816,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM 2016","ARM 2016"
"21","Australia","AUS",1985,32.5,"All","All","Oceania","Australia and New Zealand","East Asia and the Pacific","High income",15729643,"Average",11,"World Bank",66.7930260967625,67.1470555611424,93.7939592079967,100,75,50.4927407818584,19.9787460148778,77.7777777777778,77.1470008332758,77.0622118954856,87.6430831779155,99.9028981989065,47.6086956521739,100,89.6851728968517,5.39523212045169,61.5385889859802,26.7775428687369,48.2836808304002,99.7833066506003,99.9977761181131,100,71.4285714285714,18.8581314878893,63.9554619750252,63.7111046667977,34.1117597998332,24.2757972416995,96.5602447792616,92.8402016183616,83.3102878269113,100,72.9166666666667,65.6337183105782,74.5228411840713,"AUS 1985","AUS 1985"
"22","Australia","AUS",2001,33.46,"All","All","Oceania","Australia and New Zealand","East Asia and the Pacific","High income",19268533,"Average",11,"World Bank",66.7930260967625,67.1470555611424,93.7939592079967,100,75,50.4927407818584,19.9787460148778,77.7777777777778,77.1470008332758,77.0622118954856,87.6430831779155,99.9028981989065,47.6086956521739,100,89.6851728968517,5.39523212045169,61.5385889859802,26.7775428687369,48.2836808304002,99.7833066506003,99.9977761181131,100,71.4285714285714,18.8581314878893,63.9554619750252,63.7111046667977,34.1117597998332,24.2757972416995,96.5602447792616,92.8402016183616,83.3102878269113,100,72.9166666666667,65.6337183105782,74.5228411840713,"AUS 2001","AUS 2001"
"23","Australia","AUS",2010,34.66,"All","All","Oceania","Australia and New Zealand","East Asia and the Pacific","High income",22120064,"Average",11,"World Bank",66.7930260967625,67.1470555611424,93.7939592079967,100,75,50.4927407818584,19.9787460148778,77.7777777777778,77.1470008332758,77.0622118954856,87.6430831779155,99.9028981989065,47.6086956521739,100,89.6851728968517,5.39523212045169,61.5385889859802,26.7775428687369,48.2836808304002,99.7833066506003,99.9977761181131,100,71.4285714285714,18.8581314878893,63.9554619750252,63.7111046667977,34.1117597998332,24.2757972416995,96.5602447792616,92.8402016183616,83.3102878269113,100,72.9166666666667,65.6337183105782,74.5228411840713,"AUS 2010","AUS 2010"
"24","Austria","AUT",2005,28.71,"All","All","Europe","Western Europe","Europe and Central Asia","High income",8253650,"Average",11,"World Bank",66.5114044470184,54.6308461951991,76.2913123515645,50,100,41.0930548474707,22.8480340063762,57.4074074074074,80.2611729458433,83.3596886121392,99.4493299579325,99.9958786082558,66,100,30.0486618004866,100,59.2807119256496,54.428138329996,80.6975392572621,93.3320075580232,99.9121072458701,0,100,38.7543252595156,64.4367865274843,73.9208820301855,32.5271059216013,49.2190726358593,98.2163406214039,98.1431182997411,95.6712357974932,100,97.2222222222222,69.2946229852727,72.8531051425675,"AUT 2005","AUT 2005"
"25","Austria","AUT",2008,30.44,"All","All","Europe","Western Europe","Europe and Central Asia","High income",8338453,"Average",11,"World Bank",66.5114044470184,54.6308461951991,76.2913123515645,50,100,41.0930548474707,22.8480340063762,57.4074074074074,80.2611729458433,83.3596886121392,99.4493299579325,99.9958786082558,66,100,30.0486618004866,100,59.2807119256496,54.428138329996,80.6975392572621,93.3320075580232,99.9121072458701,0,100,38.7543252595156,64.4367865274843,73.9208820301855,32.5271059216013,49.2190726358593,98.2163406214039,98.1431182997411,95.6712357974932,100,97.2222222222222,69.2946229852727,72.8531051425675,"AUT 2008","AUT 2008"
"26","Austria","AUT",2011,30.8,"All","All","Europe","Western Europe","Europe and Central Asia","High income",8459864,"Average",11,"World Bank",66.5114044470184,54.6308461951991,76.2913123515645,50,100,41.0930548474707,22.8480340063762,57.4074074074074,80.2611729458433,83.3596886121392,99.4493299579325,99.9958786082558,66,100,30.0486618004866,100,59.2807119256496,54.428138329996,80.6975392572621,93.3320075580232,99.9121072458701,0,100,38.7543252595156,64.4367865274843,73.9208820301855,32.5271059216013,49.2190726358593,98.2163406214039,98.1431182997411,95.6712357974932,100,97.2222222222222,69.2946229852727,72.8531051425675,"AUT 2011","AUT 2011"
"27","Austria","AUT",2014,30.53,"All","All","Europe","Western Europe","Europe and Central Asia","High income",8633220,"Average",11,"World Bank",66.5114044470184,54.6308461951991,76.2913123515645,50,100,41.0930548474707,22.8480340063762,57.4074074074074,80.2611729458433,83.3596886121392,99.4493299579325,99.9958786082558,66,100,30.0486618004866,100,59.2807119256496,54.428138329996,80.6975392572621,93.3320075580232,99.9121072458701,0,100,38.7543252595156,64.4367865274843,73.9208820301855,32.5271059216013,49.2190726358593,98.2163406214039,98.1431182997411,95.6712357974932,100,97.2222222222222,69.2946229852727,72.8531051425675,"AUT 2014","AUT 2014"
"28","Azerbaijan","AZE",2002,17.36,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",8277015,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZE 2002","AZE 2002"
"29","Azerbaijan","AZE",2005,16.64,"All","All","Asia","Western Asia","Europe and Central Asia","Upper middle income",8538606,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZE 2005","AZE 2005"
"30","Burundi","BDI",2006,33.36,"All","All","Africa","Eastern Africa","Sub-Saharan Africa","Low income",7675338,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BDI 2006","BDI 2006"
"31","Belgium","BEL",2005,29.33,"All","All","Europe","Western Europe","Europe and Central Asia","High income",10546886,"Average",11,"World Bank",63.1093679691158,46.6507156264333,47.6080128886541,0,75,46.0524048375454,8.50159404888417,79.6296296296296,74.2906915782223,72.1163592393952,99.6930202535839,99.9903985159366,66.8260869565217,100,25.6248617562486,47.5533249686324,52.7178885901835,36.8082497999168,67.7673683890065,85.2615886385925,99.7019668807577,0,71.4285714285714,35.121107266436,58.4163215859602,68.6265971333813,27.3561301084237,46.7966098785318,76.6925956652186,98.0378269050883,95.4263360117409,100,89.5833333333333,67.751763928144,73.4411246459657,"BEL 2005","BEL 2005"
"32","Belgium","BEL",2008,28.37,"All","All","Europe","Western Europe","Europe and Central Asia","High income",10779173,"Average",11,"World Bank",63.1093679691158,46.6507156264333,47.6080128886541,0,75,46.0524048375454,8.50159404888417,79.6296296296296,74.2906915782223,72.1163592393952,99.6930202535839,99.9903985159366,66.8260869565217,100,25.6248617562486,47.5533249686324,52.7178885901835,36.8082497999168,67.7673683890065,85.2615886385925,99.7019668807577,0,71.4285714285714,35.121107266436,58.4163215859602,68.6265971333813,27.3561301084237,46.7966098785318,76.6925956652186,98.0378269050883,95.4263360117409,100,89.5833333333333,67.751763928144,73.4411246459657,"BEL 2008","BEL 2008"
"33","Belgium","BEL",2011,28.06,"All","All","Europe","Western Europe","Europe and Central Asia","High income",11013083,"Average",11,"World Bank",63.1093679691158,46.6507156264333,47.6080128886541,0,75,46.0524048375454,8.50159404888417,79.6296296296296,74.2906915782223,72.1163592393952,99.6930202535839,99.9903985159366,66.8260869565217,100,25.6248617562486,47.5533249686324,52.7178885901835,36.8082497999168,67.7673683890065,85.2615886385925,99.7019668807577,0,71.4285714285714,35.121107266436,58.4163215859602,68.6265971333813,27.3561301084237,46.7966098785318,76.6925956652186,98.0378269050883,95.4263360117409,100,89.5833333333333,67.751763928144,73.4411246459657,"BEL 2011","BEL 2011"
"34","Belgium","BEL",2014,28.13,"All","All","Europe","Western Europe","Europe and Central Asia","High income",11219161,"Average",11,"World Bank",63.1093679691158,46.6507156264333,47.6080128886541,0,75,46.0524048375454,8.50159404888417,79.6296296296296,74.2906915782223,72.1163592393952,99.6930202535839,99.9903985159366,66.8260869565217,100,25.6248617562486,47.5533249686324,52.7178885901835,36.8082497999168,67.7673683890065,85.2615886385925,99.7019668807577,0,71.4285714285714,35.121107266436,58.4163215859602,68.6265971333813,27.3561301084237,46.7966098785318,76.6925956652186,98.0378269050883,95.4263360117409,100,89.5833333333333,67.751763928144,73.4411246459657,"BEL 2014","BEL 2014"
"35","Benin","BEN",2012,43.44,"All","All","Africa","Western Africa","Sub-Saharan Africa","Low income",9729160,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BEN 2012","BEN 2012"
"36","Burkina Faso","BFA",1995,68.8,"All","All","Africa","Western Africa","Sub-Saharan Africa","Low income",9816588,"Low",13,"World Bank",67.0758410916801,82.7751580280673,56.3391419165658,50,25,99.2976680977557,98.5122210414453,100,77.6972383420901,83.8501758581064,97.9131005287976,99.8592386204298,86.9565217391304,100,33.2632898326329,100,51.8113967516516,21.3084846772661,56.3135068160342,99.6573107153005,54.3262310778556,0,42.8571428571429,60.0346020761246,70.1399504274344,32.8574402509468,54.3786488740617,55.5201867976371,42.019101821869,97.4301424165121,94.0127798427316,100,47.2222222222222,60.5189404389036,42.6728545494042,"BFA 1995","BFA 1995"
"37","Burkina Faso","BFA",1998,49.94,"All","All","Africa","Western Africa","Sub-Saharan Africa","Low income",10968724,"Average",13,"World Bank",67.0758410916801,82.7751580280673,56.3391419165658,50,25,99.2976680977557,98.5122210414453,100,77.6972383420901,83.8501758581064,97.9131005287976,99.8592386204298,86.9565217391304,100,33.2632898326329,100,51.8113967516516,21.3084846772661,56.3135068160342,99.6573107153005,54.3262310778556,0,42.8571428571429,60.0346020761246,70.1399504274344,32.8574402509468,54.3786488740617,55.5201867976371,42.019101821869,97.4301424165121,94.0127798427316,100,47.2222222222222,60.5189404389036,42.6728545494042,"BFA 1998","BFA 1998"
"38","Burkina Faso","BFA",2014,35.3,"All","All","Africa","Western Africa","Sub-Saharan Africa","Low income",17585977,"Average",13,"World Bank",67.0758410916801,82.7751580280673,56.3391419165658,50,25,99.2976680977557,98.5122210414453,100,77.6972383420901,83.8501758581064,97.9131005287976,99.8592386204298,86.9565217391304,100,33.2632898326329,100,51.8113967516516,21.3084846772661,56.3135068160342,99.6573107153005,54.3262310778556,0,42.8571428571429,60.0346020761246,70.1399504274344,32.8574402509468,54.3786488740617,55.5201867976371,42.019101821869,97.4301424165121,94.0127798427316,100,47.2222222222222,60.5189404389036,42.6728545494042,"BFA 2014","BFA 2014"
"39","Bangladesh","BGD",1963,35.1,"Rural","All","Asia","Southern Asia","South Asia","Lower middle income",52532417,"Not known",12,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 1963","BGD 1963"
"40","Bangladesh","BGD",1967,39.9,"Urban","All","Asia","Southern Asia","South Asia","Lower middle income",59620669,"Not known",12,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 1967","BGD 1967"
"41","Bangladesh","BGD",1984,32.7,"All","All","Asia","Southern Asia","South Asia","Lower middle income",88338242,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 1984","BGD 1984"
"42","Bangladesh","BGD",1986,26.92,"All","All","Asia","Southern Asia","South Asia","Lower middle income",95742431,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 1986","BGD 1986"
"43","Bangladesh","BGD",1992,27.57,"All","All","Asia","Southern Asia","South Asia","Lower middle income",111221938,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 1992","BGD 1992"
"44","Bangladesh","BGD",2000,33.41,"All","All","Asia","Southern Asia","South Asia","Lower middle income",131581243,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 2000","BGD 2000"
"45","Bangladesh","BGD",2016,32.39,"All","All","Asia","Southern Asia","South Asia","Lower middle income",162951560,"Average",13,"World Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD 2016","BGD 2016"
"46","Bulgaria","BGR",1992,30.71,"All","All","Europe","Eastern Europe","Europe and Central Asia","Upper middle income",8676243,"Average",11,"World Bank",47.3772722685472,46.1704158536547,50.3573268696041,25,50,43.5535964686863,36.3443145589798,50,47.1582140477527,45.2987384530905,98.480240688733,99.8241388555756,58,0,31.7481383174814,39.1468005018821,55.0313675175244,34.1436670770215,67.8654789420953,94.1645292124567,91.343735122439,33.3333333333333,71.4285714285714,19.7231833910035,61.6067213413312,69.4235226675417,33.4445371142619,35.3519336811097,51.4864571532219,41.1445361726431,95.9161072193578,0,62.5,47.8215778358391,61.7036928039952,"BGR 1992","BGR 1992"
"47","Bulgaria","BGR",1994,24.32,"All","All","Europe","Eastern Europe","Europe and Central Asia","Upper middle income",8474669,"Average",13,"World Bank",47.3772722685472,46.1704158536547,50.3573268696041,25,50,43.5535964686863,36.3443145589798,50,47.1582140477527,45.2987384530905,98.480240688733,99.8241388555756,58,0,31.7481383174814,39.1468005018821,55.0313675175244,34.1436670770215,67.8654789420953,94.1645292124567,91.343735122439,33.3333333333333,71.4285714285714,19.7231833910035,61.6067213413312,69.4235226675417,33.4445371142619,35.3519336811097,51.4864571532219,41.1445361726431,95.9161072193578,0,62.5,47.8215778358391,61.7036928039952,"BGR 1994","BGR 1994"
"48","Bulgaria","BGR",1997,48,"All","All","Europe","Eastern Europe","Europe and Central Asia","Upper middle income",8211726,"Average",13,"World Bank",47.3772722685472,46.1704158536547,50.3573268696041,25,50,43.5535964686863,36.3443145589798,50,47.1582140477527,45.2987384530905,98.480240688733,99.8241388555756,58,0,31.7481383174814,39.1468005018821,55.0313675175244,34.1436670770215,67.8654789420953,94.1645292124567,91.343735122439,33.3333333333333,71.4285714285714,19.7231833910035,61.6067213413312,69.4235226675417,33.4445371142619,35.3519336811097,51.4864571532219,41.1445361726431,95.9161072193578,0,62.5,47.8215778358391,61.7036928039952,"BGR 1997","BGR 1997"
"49","Bulgaria","BGR",2001,32.68,"All","All","Europe","Eastern Europe","Europe and Central Asia","Upper middle income",7930546,"Average",13,"World Bank",47.3772722685472,46.1704158536547,50.3573268696041,25,50,43.5535964686863,36.3443145589798,50,47.1582140477527,45.2987384530905,98.480240688733,99.8241388555756,58,0,31.7481383174814,39.1468005018821,55.0313675175244,34.1436670770215,67.8654789420953,94.1645292124567,91.343735122439,33.3333333333333,71.4285714285714,19.7231833910035,61.6067213413312,69.4235226675417,33.4445371142619,35.3519336811097,51.4864571532219,41.1445361726431,95.9161072193578,0,62.5,47.8215778358391,61.7036928039952,"BGR 2001","BGR 2001"
"50","Bulgaria","BGR",2006,35.7,"All","All","Europe","Eastern Europe","Europe and Central Asia","Upper middle income",7624959,"Average",11,"World Bank",47.3772722685472,46.1704158536547,50.3573268696041,25,50,43.5535964686863,36.3443145589798,50,47.1582140477527,45.2987384530905,98.480240688733,99.8241388555756,58,0,31.7481383174814,39.1468005018821,55.0313675175244,34.1436670770215,67.8654789420953,94.1645292124567,91.343735122439,33.3333333333333,71.4285714285714,19.7231833910035,61.6067213413312,69.4235226675417,33.4445371142619,35.3519336811097,51.4864571532219,41.1445361726431,95.9161072193578,0,62.5,47.8215778358391,61.7036928039952,"BGR 2006","BGR 2006"
